id,name,region,country,category,instagram_handle,instagram_followers_estimate,gender,eyewear_affinity,lenskart_relevance,notes
304,Sunidhi Chauhan,India,India,Musician,sunidhichauhan5,7000000,F,medium,watch_only,
305,Shilpa Rao,India,India,Musician,shilparao,2000000,F,medium,watch_only,
306,Papon,India,India,Musician,paponmusic,3000000,M,medium,watch_only,
307,Kailash Kher,India,India,Musician,,,M,medium,watch_only,
308,Lucky Ali,India,India,Musician,,,M,high,collab_candidate,Wears glasses
309,Harshdeep Kaur,India,India,Musician,harshdeepkaur,4000000,F,medium,watch_only,
310,Vidya Vox,India,India,Musician,vidyavox,3000000,F,medium,watch_only,YouTube singer
311,Jonita Gandhi,India,India,Musician,jonitag,3000000,F,medium,watch_only,
312,Lisa Mishra,India,India,Musician,lisamishraofficial,2000000,F,medium,watch_only,
313,Kapil Sharma,India,India,Comedian,kapilsharma,28000000,M,medium,collab_candidate,"TV comedian, popular"
314,Sunil Grover,India,India,Comedian,,,M,medium,watch_only,
315,Kiku Sharda,India,India,Comedian,,,M,low,watch_only,
316,Bharti Singh,India,India,Comedian,bharti.laughterqueen,9000000,F,medium,watch_only,
317,Vir Das,India,India,Comedian,virdas,7000000,M,high,collab_candidate,"Stand-up, wears glasses"
318,Zakir Khan,India,India,Comedian,zakirdhanda,9000000,M,high,collab_candidate,"Wears glasses, comedy"
319,Kenny Sebastian,India,India,Comedian,kennyseb,4000000,M,high,collab_candidate,Wears glasses always
320,Biswa Kalyan Rath,India,India,Comedian,biswapati_,3000000,M,high,collab_candidate,Wears glasses
321,Kaneez Surka,India,India,Comedian,,,F,medium,watch_only,
322,Atul Khatri,India,India,Comedian,atulkhatri_,2000000,M,medium,watch_only,
323,Gaurav Gera,India,India,Comedian,gauravgera,2000000,M,medium,watch_only,
324,Aditi Mittal,India,India,Comedian,aaditi_mittal,1000000,F,medium,watch_only,
325,Abish Mathew,India,India,Comedian,abishmathew,3000000,M,high,collab_candidate,Wears glasses
326,Varun Thakur,India,India,Comedian,varun_thakur,2000000,M,high,collab_candidate,
327,Anuvab Pal,India,India,Comedian,,,M,medium,watch_only,
328,Sumit Anand,India,India,Comedian,,,M,low,watch_only,
329,Rohan Joshi,India,India,Comedian,rrrohan,2000000,M,high,collab_candidate,"AIB, wears glasses"
330,Tanmay Bhat,India,India,Comedian,tanmaybhat,3000000,M,high,collab_candidate,"AIB, wears glasses"
331,Ashish Shakya,India,India,Comedian,ashishshakya,2000000,M,medium,watch_only,AIB
332,Gursimran Khamba,India,India,Comedian,,,M,medium,watch_only,
333,Kusha Kapila,India,India,Influencer,kushakapila,3000000,F,medium,collab_candidate,Comedy influencer
334,Masoom Minawala,India,India,Influencer,masoomminawala,1500000,F,high,collab_candidate,"Fashion, eyewear aficionado"
335,Komal Pandey,India,India,Influencer,komalpandeyofficial,1200000,F,high,collab_candidate,"Fashion influencer, wears statement frames"
336,Diipa Khosla,India,India,Influencer,diipakhosla,1200000,F,high,collab_candidate,"Fashion blogger, eyewear"
337,Santoshi Shetty,India,India,Influencer,santoshishettyofficial,2000000,F,medium,collab_candidate,
338,Sakshi Sindwani,India,India,Influencer,stylemeupwithsakshi,500000,F,medium,collab_candidate,Plus-size fashion
339,Dolly Singh,India,India,Influencer,thedollysingh,2000000,F,medium,collab_candidate,Comedy influencer
340,Nikhil Sharma (Mumbiker Nikhil),India,India,YouTuber,mumbiker_nikhil,3000000,M,medium,watch_only,
341,Ranveer Allahbadia,India,India,YouTuber,beerbiceps,8000000,M,medium,collab_candidate,BeerBiceps
342,CarryMinati,India,India,YouTuber,carryminati,13000000,M,medium,collab_candidate,Gaming/roast YouTuber
343,Bhuvan Bam,India,India,YouTuber,bhuvan.bam22,16000000,M,medium,collab_candidate,BB Ki Vines
344,Ashish Chanchlani,India,India,YouTuber,ashishchanchlani,13000000,M,medium,collab_candidate,
345,Faisu,India,India,TikToker,faisu_07,20000000,M,medium,collab_candidate,TikTok star
346,Avneet Kaur,India,India,TikToker,avneetkaur_13,28000000,F,medium,collab_candidate,
347,Jannat Zubair,India,India,TikToker,jannat_zubair29,45000000,F,medium,collab_candidate,
348,Aashika Bhatia,India,India,TikToker,aashikabhatia,15000000,F,medium,watch_only,
349,Riyaz Aly,India,India,TikToker,riyaz.14,30000000,M,medium,collab_candidate,
350,Nisha Madhulika,India,India,YouTuber,nishamadhulika,6000000,F,low,watch_only,Food YouTuber
351,Sandeep Maheshwari,India,India,YouTuber,sandeepmaheshwari6,8000000,M,medium,watch_only,Motivational
352,Ishan Sharma,India,India,YouTuber,,,M,medium,watch_only,
353,Shlok Srivastava,India,India,YouTuber,,,M,medium,watch_only,
354,Triggered Insaan,India,India,YouTuber,triggeredinsaan,5000000,M,medium,watch_only,
355,Mythpat,India,India,YouTuber,mythpat,5000000,M,medium,watch_only,
356,Techno Gamerz,India,India,YouTuber,technogamerz_official,5000000,M,medium,watch_only,
357,Slayy Point,India,India,YouTuber,,,M,medium,watch_only,
358,Amit Bhadana,India,India,YouTuber,amitbhadana,13000000,M,medium,watch_only,
359,Round2Hell,India,India,YouTuber,,,M,medium,watch_only,
360,OK Tested,India,India,YouTuber,,,M,medium,watch_only,
361,Raj Shamani,India,India,YouTuber,rajshamani,2000000,M,medium,watch_only,Business/entrepreneur
362,Nikhil Kamath,India,India,Business/Founder,nikhilkamathcio,2000000,M,high,collab_candidate,Wears glasses
363,Ankur Warikoo,India,India,YouTuber,warikoo,4000000,M,high,collab_candidate,Wears glasses
364,Janhvi Shah,India,India,Influencer,thejanhvishah,500000,F,medium,watch_only,
365,Shivya Nath,India,India,Influencer,shivya.nath,500000,F,medium,watch_only,Travel influencer
366,Savi and Vid,India,India,Influencer,,,F,medium,watch_only,Travel couple
367,Soumya Prajapati,India,India,Influencer,,,F,medium,watch_only,
368,Sanam Teri Kasam (Harshvardhan Rane),India,India,Bollywood Actor,harshvardhanrane,3000000,M,medium,watch_only,
369,Siddhanth Chaturvedi,India,India,Bollywood Actor,sidhanthchaturvedi,5000000,M,medium,watch_only,
370,Ishaan Khatter,India,India,Bollywood Actor,ishaankhatter,12000000,M,medium,collab_candidate,
371,Meezaan Jafri,India,India,Bollywood Actor,meezaanjafri,2000000,M,medium,watch_only,
372,Ahan Shetty,India,India,Bollywood Actor,ahanshetty,2000000,M,medium,watch_only,
373,Manushi Chhillar,India,India,Bollywood Actor,manushi_chhillar,13000000,F,medium,collab_candidate,Miss World
374,Sharvari Wagh,India,India,Bollywood Actor,sharvari,6000000,F,medium,watch_only,
375,Tripti Dimri,India,India,Bollywood Actor,tripti_dimri,6000000,F,medium,watch_only,
376,Alizeh Agnihotri,India,India,Bollywood Actor,,,F,medium,watch_only,
377,Warina Hussain,India,India,Bollywood Actor,warinaa_hussain,6000000,F,medium,watch_only,
378,Ashnoor Kaur,India,India,TikToker,ashnoorkaur98,12000000,F,medium,watch_only,
379,Faisal Shaikh,India,India,TikToker,mr.faisu_07,20000000,M,medium,watch_only,
380,Nagma Mirajkar,India,India,TikToker,nagmamirajkar_,14000000,F,medium,watch_only,
381,Sameeksha Sud,India,India,TikToker,sameeksha_sud,10000000,F,medium,watch_only,
382,Aadil Khan,India,India,TikToker,,,M,medium,watch_only,
383,Rukmini Vijayakumar,India,India,Influencer,,,F,high,collab_candidate,Bharatanatyam dancer + fashion
384,Sejal Kumar,India,India,YouTuber,sejalkumar1306,1000000,F,medium,watch_only,
385,Revolver Rani,India,India,Influencer,,,F,medium,watch_only,
386,Diipa Büller Khosla,India,India,Influencer,diipakhosla,1200000,F,high,collab_candidate,
387,Juhi Godambe,India,India,Influencer,juhigodambe,1000000,F,medium,watch_only,
388,Aanam Chashmawala,India,India,Influencer,aanam_c,700000,F,high,collab_candidate,"Beauty influencer, wears glasses (handles means glasses!)"
389,Kreena Visaria,India,India,Influencer,,,F,medium,watch_only,
390,Nayuta Manan,India,India,Influencer,,,F,medium,watch_only,
391,Gaurav Taneja (Flying Beast),India,India,YouTuber,flyingbeast320,8000000,M,medium,watch_only,
392,Vaibhav Vohra,India,India,Influencer,,,M,medium,watch_only,
393,Prajakta Koli,India,India,YouTuber,mostlysane,6000000,F,high,collab_candidate,"YouTuber, wears glasses"
394,Niharika NM,India,India,YouTuber,niharicanm,3000000,F,medium,watch_only,
395,Ruhee Dosani,India,India,TikToker,ruheeedosani,1000000,F,medium,watch_only,
396,Priyanka Paul,India,India,Influencer,priyankaapaul,1500000,F,medium,watch_only,
397,Srishti Dixit,India,India,YouTuber,srishtidixit,1000000,F,high,collab_candidate,Wears glasses
398,Malvika Sitlani,India,India,Influencer,malvikasitlani,1000000,F,medium,watch_only,
399,Chandni Singh,India,India,Influencer,,,F,medium,watch_only,
400,Aparna Shriram,India,India,Influencer,,,F,medium,watch_only,
401,Tanya Khanijow,India,India,Influencer,tanyakhanijow,500000,F,medium,watch_only,Travel
402,Larissa D'sa,India,India,Influencer,,,F,medium,watch_only,
403,Josh Talks (Shobhit Banga),India,India,YouTuber,,,M,medium,watch_only,
404,Varun Vagish,India,India,Influencer,,,M,medium,watch_only,
405,Dhruv Rathee,India,India,YouTuber,dhruvrathee,6000000,M,high,collab_candidate,Wears glasses
406,Mridul Madhok,India,India,YouTuber,mridul_madhok,2000000,M,medium,watch_only,
407,Rishabh Jain,India,India,YouTuber,,,M,medium,watch_only,
408,Aakash Gupta,India,India,Comedian,aakashguptacomedy,2000000,M,medium,watch_only,Stand-up
409,Anubhav Singh Bassi,India,India,Comedian,,,M,medium,watch_only,Stand-up
410,Rahul Subramanian,India,India,Comedian,,,M,high,collab_candidate,"Wears glasses, stand-up"
411,Prashasti Singh,India,India,Comedian,,,F,high,collab_candidate,"Wears glasses, Comicstaan"
412,Gaurav Gupta,India,India,Comedian,,,M,medium,watch_only,Stand-up
413,Nishant Tanwar,India,India,Comedian,,,M,medium,watch_only,
414,Kumar Varun,India,India,Comedian,,,M,medium,watch_only,
415,Aakash Kumar Sehrawat,India,India,Influencer,,,M,medium,watch_only,
416,Neha Nagar,India,India,Influencer,iamnehanagar,4000000,F,medium,watch_only,Finance influencer
417,Jyoti Arora,India,India,Influencer,,,F,medium,watch_only,
418,Rajkumar Santoshi,India,India,Bollywood Director,,,M,medium,watch_only,
419,Farah Khan,India,India,Bollywood Director,farahkhankunder,5000000,F,medium,watch_only,
420,Karan Johar,India,India,Bollywood Director,karanjohar,16000000,M,high,collab_candidate,"Wears glasses, fashion icon"
421,Rohit Shetty,India,India,Bollywood Director,itsrohitshetty,5000000,M,medium,watch_only,
422,Sanjay Leela Bhansali,India,India,Bollywood Director,,,M,medium,watch_only,
423,Shoojit Sircar,India,India,Bollywood Director,,,M,medium,watch_only,
424,Imtiaz Ali,India,India,Bollywood Director,,,M,high,collab_candidate,Wears glasses
425,Vishal Bhardwaj,India,India,Bollywood Director,,,M,high,collab_candidate,Wears glasses
426,Anurag Kashyap,India,India,Bollywood Director,anuragkashyap72,2000000,M,high,collab_candidate,Wears glasses
427,Kabir Khan,India,India,Bollywood Director,kabirkhankk,2000000,M,medium,watch_only,
428,Raj & DK,India,India,Bollywood Director,,,M,medium,watch_only,
429,Ashutosh Gowariker,India,India,Bollywood Director,,,M,medium,watch_only,
430,Mani Ratnam,India,India,South Indian Director,,,M,high,collab_candidate,Wears glasses
431,Priyadarshan,India,India,South Indian Director,,,M,medium,watch_only,
432,SS Rajamouli,India,India,South Indian Director,ssrajamouli,4000000,M,medium,collab_candidate,
433,Ram Gopal Varma,India,India,Bollywood Director,,,M,medium,watch_only,
434,Rakesh Roshan,India,India,Bollywood Director,,,M,medium,watch_only,
435,Sidharth Shukla,India,India,Bollywood Actor,,,M,medium,watch_only,"Legacy, Bigg Boss"
436,Asim Riaz,India,India,Reality TV,asimriaz77.official,15000000,M,medium,collab_candidate,
437,Rashami Desai,India,India,TV Actress,rashamidesai,4000000,F,medium,watch_only,
438,Shehnaaz Gill,India,India,TV Actress,shehnaazgill,17000000,F,medium,collab_candidate,
439,Rubina Dilaik,India,India,TV Actress,rubinadilaik,8000000,F,medium,watch_only,
440,Abhinav Shukla,India,India,TV Actor,ashukla09,3000000,M,medium,watch_only,
441,Vivian Dsena,India,India,TV Actor,viviandsena.official,3000000,M,medium,watch_only,
442,Sriti Jha,India,India,TV Actress,sritijha,3000000,F,medium,watch_only,
443,Surbhi Chandna,India,India,TV Actress,surbhic4,5000000,F,medium,watch_only,
444,Nakuul Mehta,India,India,TV Actor,nakuulmehta,4000000,M,medium,watch_only,
445,Shaheer Sheikh,India,India,TV Actor,shaheernsheikh,10000000,M,medium,watch_only,
446,Kushal Tandon,India,India,TV Actor,kushal30official,4000000,M,medium,watch_only,
447,Harshad Chopda,India,India,TV Actor,harshad_official,6000000,M,medium,watch_only,
448,Karanvir Bohra,India,India,TV Actor,karanvirbohra,3000000,M,medium,watch_only,
449,Mohit Malhotra,India,India,TV Actor,,,M,medium,watch_only,
450,Priyank Sharma,India,India,TV Actor,sharmaapriyank,6000000,M,medium,watch_only,
451,Arjun Bijlani,India,India,TV Actor,arjunbijlani,5000000,M,medium,watch_only,
452,Rajeev Sen,India,India,TV Actor,rajeevsen9,3000000,M,medium,watch_only,
453,Eijaz Khan,India,India,TV Actor,eijazkhan,3000000,M,medium,watch_only,
454,Himanshi Khurana,India,India,TV Actress,himanshikhurana,6000000,F,medium,watch_only,
455,Sonia Rathee,India,India,Bollywood Actor,soniarathee,2000000,F,medium,watch_only,
456,Himesh Reshammiya,India,India,Musician,himeshreshammiya,5000000,M,medium,watch_only,
457,Usha Uthup,India,India,Musician,,,F,medium,watch_only,
458,Shankar Mahadevan,India,India,Musician,,,M,medium,watch_only,
459,Hariharan,India,India,Musician,,,M,medium,watch_only,
460,Sonu Kakkar,India,India,Musician,sonukakkar,9000000,F,medium,watch_only,
461,Stebin Ben,India,India,Musician,stebin_ben,6000000,M,medium,watch_only,
462,Vishal Dadlani,India,India,Musician,vishaldadlani,4000000,M,medium,watch_only,
463,Shekhar Ravjiani,India,India,Musician,,,M,medium,watch_only,
464,Salim Merchant,India,India,Musician,,,M,medium,watch_only,
465,Sulaiman Merchant,India,India,Musician,,,M,medium,watch_only,
466,Jaaved Jaaferi,India,India,Bollywood Actor,jaavedjaaferi,3000000,M,medium,watch_only,
467,Rahul Dev,India,India,Bollywood Actor,,,M,medium,watch_only,
468,Milind Soman,India,India,Model/Actor,milindrunning,3000000,M,high,collab_candidate,Wears glasses
469,Arjun Rampal,India,India,Bollywood Actor,arjunrampal,4000000,M,medium,watch_only,
470,Aashish Chaudhary,India,India,Bollywood Actor,,,M,medium,watch_only,
471,Mimoh Chakraborty,India,India,Bollywood Actor,,,M,medium,watch_only,
472,Himanshu Malhotra,India,India,Bollywood Actor,,,M,medium,watch_only,
473,Harman Baweja,India,India,Bollywood Actor,,,M,medium,watch_only,
474,Jiiva Shankar,India,India,South Indian Actor,,,M,low,watch_only,
475,Jayam Ravi,India,India,South Indian Actor,actor_jayamravi,3000000,M,medium,watch_only,
476,Arulnithi,India,India,South Indian Actor,,,M,medium,watch_only,
477,G.V. Prakash Kumar,India,India,South Indian Actor,gvprakash,5000000,M,medium,watch_only,
478,Aari Arjunan,India,India,South Indian Actor,,,M,medium,watch_only,
479,Hiphop Tamizha Adhi,India,India,South Indian Musician,hiphoptamizhaadhi,4000000,M,medium,watch_only,
480,Anirudh Ravichander,India,India,South Indian Musician,anirudhofficial,10000000,M,high,collab_candidate,Wears shades
481,Sid Sriram,India,India,South Indian Musician,sidsriram,5000000,M,medium,watch_only,
482,Harris Jayaraj,India,India,South Indian Musician,,,M,medium,watch_only,
483,Devi Sri Prasad,India,India,South Indian Musician,thisisdsp,8000000,M,medium,watch_only,
484,Thaman S,India,India,South Indian Musician,thamansmusic,5000000,M,medium,watch_only,
485,Sam C.S,India,India,South Indian Musician,,,M,medium,watch_only,
486,Pooja Hegde (extra),India,India,South Indian Actor,poojahegde,28000000,F,medium,collab_candidate,
487,Keerthy Suresh,India,India,South Indian Actor,keerthysureshofficial,8000000,F,medium,watch_only,
488,Nithya Menen,India,India,South Indian Actor,nithyamenen18,3000000,F,high,collab_candidate,Wears glasses
489,Amala Paul,India,India,South Indian Actor,amalapaul4,3000000,F,medium,watch_only,
490,Andrea Jeremiah,India,India,South Indian Actor,andreadjmusic,2000000,F,medium,watch_only,
491,Vani Bhojan,India,India,South Indian Actor,vanibhojanoffl,4000000,F,medium,watch_only,
492,Oviya Helen,India,India,South Indian Actor,itsoviya,5000000,F,medium,watch_only,
493,Reba Monica John,India,India,South Indian Actor,rebamonica,3000000,F,medium,watch_only,
494,Divya Bharathi,India,India,South Indian Actor,,,F,medium,watch_only,
495,Lakshmi Menon,India,India,South Indian Actor,,,F,medium,watch_only,
496,Pranitha Subhash,India,India,South Indian Actor,pranitha.insta,8000000,F,medium,watch_only,
497,Ritu Varma,India,India,South Indian Actor,ritu_varma,4000000,F,medium,watch_only,
498,Kiara Khanna,India,India,Bollywood Actor,,,F,medium,watch_only,
499,Adah Sharma,India,India,Bollywood Actor,adah_ki_adah,4000000,F,medium,watch_only,
500,Huma Quereshi,India,India,Bollywood Actor,iamhumaq,8000000,F,medium,watch_only,
501,Zareen Khan,India,India,Bollywood Actor,zareenkhan,8000000,F,medium,watch_only,
502,Sonal Chauhan,India,India,Bollywood Actor,sonalchauhan,5000000,F,medium,watch_only,
503,Amy Jackson,India,UK/India,Bollywood Actor,iamamyjackson,5000000,F,medium,watch_only,
504,Bruna Abdullah,India,Brazil/India,Bollywood Actor,brunaabdullah,3000000,F,medium,watch_only,
505,Mandana Karimi,India,Iran/India,Bollywood Actor,mandanakarimi,5000000,F,medium,watch_only,
506,Natasha Stankovic,India,Serbia/India,Bollywood Actor,natashastan2,5000000,F,medium,watch_only,
507,Cheteshwar Pujara,India,India,Cricketer,cheteshwarpujara,4000000,M,low,watch_only,
508,Ajinkya Rahane,India,India,Cricketer,ajinkyarahane88,6000000,M,low,watch_only,
509,Murali Vijay,India,India,Cricketer,,,M,low,watch_only,
510,Gautam Gambhir,India,India,Cricketer,gautamgambhir,4000000,M,medium,watch_only,
511,Wriddhiman Saha,India,India,Cricketer,,,M,low,watch_only,
512,Robin Uthappa,India,India,Cricketer,,,M,medium,watch_only,
