handle,name,country,iso_alpha2,iso_alpha3,region,hq_city,category,subcategory,business_type,business_model,price_tier,founded_year,ownership_type,is_public,stock_ticker,website,domain,instagram_url,linkedin_url,facebook_url,youtube_url,tiktok_handle,instagram_followers,employee_estimate,store_estimate,revenue_usd_estimate,naics_code,sic_code,is_d2c,is_manufacturer,is_retailer,is_luxury,is_smart_eyewear,has_manufacturing,sustainability_focus,description,tags,completeness_pct,confidence_pct,needs_reverification
bally,Bally Eyewear,Switzerland,CH,CHE,Europe,Caslano,Luxury Eyewear,,Brand,Licensed,Premium,1851,Private,False,,https://bally.com,bally.com,https://instagram.com/bally,https://www.linkedin.com/company/bally/,,,,400000,,,,339115,3827,False,False,False,False,False,False,False,Swiss luxury brand. Eyewear extension.,Heritage|Licensed|Luxury|Swiss,79,65,True
balmain,Balmain Eyewear,France,FR,FRA,Europe,Paris,Luxury Eyewear,,Brand,Licensed (Akoni),Premium-Luxury,1945,Private,False,,https://balmain.com,balmain.com,https://instagram.com/balmain,https://www.linkedin.com/company/balmain/,,,,12000000,,,,339115,3827,False,False,False,False,False,False,False,French luxury fashion. Eyewear by Akoni.,Akoni|French|Luxury,79,65,True
bananarepublic,Banana Republic Eyewear,USA,US,USA,North America,San Francisco,Fashion Eyewear,,Brand,Licensed,Mid-Range,1978,Private,False,,https://bananarepublic.com,bananarepublic.com,https://instagram.com/bananarepublic,https://www.linkedin.com/company/banana-republic/,,,,1200000,,,,339115,3827,False,False,False,False,False,False,False,American fashion brand (Gap Inc). Eyewear extension.,American|Fashion|Gap|Licensed,79,65,True
bantonframeworks,Banton Frameworks,UK/Kenya,,,Africa,Edinburgh/Nairobi,Independent Eyewear,,Brand,Brand,Mid-Premium,2015,Private,False,,https://bantonframeworks.com,bantonframeworks.com,https://instagram.com/bantonframeworks,https://www.linkedin.com/company/banton-frameworks/,,,,85000,,,,339115,3827,False,False,False,False,False,False,False,Sustainable eyewear brand with production in Kenya. Social enterprise.,Africa|Independent|Kenya|Social Enterprise|Sustainable|UK,76,65,True
baraka-optics-baraka-retail-group,Baraka Optics (Baraka Retail Group),,,,Global,,,Optical,,,,1984,Private,False,,https://baraka-group.com,baraka-group.com,,https://www.linkedin.com/company/baraka-retail-group/,,,,,,,,339115,3827,False,False,False,False,True,False,False,"- **Baraka Optics (Baraka Retail Group)** — Country: Egypt; HQ: Egypt (BRG); Founded: 1984; Type: Optical retail chain; Stores: 18 (stated); Revenue: n/a; Employees: n/a; Website: [Baraka Optics](https://baraka-group.com/baraka-optics/); Products: designer eyewear, fashionable frames; Description: Egyptian optical retail chain listing 18 store locations across Cairo, Alexandria and North Coast. ([Baraka Optics](https://baraka-group.com/baraka-optics/))",,34,50,True
barakatoptical,Barakat Optical,Saudi Arabia,SA,SAU,Middle East,Riyadh,Optical Retail,Optical,Retailer,Retailer,Mid-Range,1985,Private,False,,https://barakatoptical.com,barakatoptical.com,https://instagram.com/barakatoptical,https://www.linkedin.com/company/barakat-optical/,,,,20000,,,,446130,5995,False,False,True,False,False,False,False,Saudi optical retail chain.,Optical Chain|Retailer|Saudi,79,65,True
barberinilenses,Barberini Lenses,Italy,IT,ITA,Europe,Pescara,Lens Manufacturer,,Manufacturer,Manufacturer,Mid-Premium,1953,Private,False,,https://barberini.it,barberini.it,https://instagram.com/barberinilenses,https://www.linkedin.com/company/barberini/,,,,5000,400,,80000000,339115,3827,False,True,False,False,False,True,False,Italian manufacturer of premium glass sun lenses. Supplies to major luxury brands.,Glass Lenses|Italian|Lens Manufacturer|Premium,90,65,True
barbour,Barbour Eyewear,UK,GB,GBR,Europe,South Shields,Fashion Eyewear,,Brand,Licensed,Mid-Range,1894,Private,False,,https://barbour.com,barbour.com,https://instagram.com/barbour,https://www.linkedin.com/company/barbour/,,,,1500000,,,,339115,3827,False,False,False,False,False,False,False,British heritage brand. Eyewear extension.,British|Fashion|Heritage|Licensed|Outdoor,79,65,True
barnerbrand,Barner,Spain,ES,ESP,Europe,Barcelona,D2C Eyewear,,D2C Brand,D2C Online,Budget-Mid,2017,Private,False,,https://barnerbrand.com,barnerbrand.com,https://instagram.com/barnerbrand,https://www.linkedin.com/company/barner/,,,,90000,,,,454110,5961,False,False,False,False,False,False,False,Spanish D2C blue light glasses brand. Sustainable materials.,B2C|Blue Light|D2C|Spanish|Sustainable,79,65,True
bartonperreira,Barton Perreira,USA,US,USA,North America,Los Angeles,Luxury Eyewear,,Independent Brand,Brand,Premium-Luxury,2007,Private,False,,https://bartonperreira.com,bartonperreira.com,https://instagram.com/bartonperreira,https://www.linkedin.com/company/barton-perreira/,https://facebook.com/BartonPerreira,,,350000,100,,30000000,339115,3827,False,False,False,False,False,True,False,LA-based luxury eyewear. Handcrafted in Japan. Founded by Bill Barton and Patty Perreira.,Handcrafted|Independent|Japanese Craft|LA|Luxury,93,65,True
basha-medical-group,Basha Medical Group,,,,Global,,,Optical,,,,1997,Private,False,,https://bashamedical.com,bashamedical.com,,https://www.linkedin.com/company/basha-medical-group/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"- **Basha Medical Group** — Country: Saudi Arabia; HQ: Riyadh; Founded: 1997; Type: Medical/ophthalmic supplier (B2B); Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Basha Medical](https://www.bashamedical.com); Products: ophthalmic devices, optical lenses, prescription frames; Description: Vision care and ophthalmic device supplier to hospitals/clinics with government partnerships. ([Eyewearglobo](https://www.eyewearglobo.com/top-20-eyewear-companies-in-saudi-arabia-for-b2b-buyers-2025/))",,34,50,True
bauschlomb,Bausch + Lomb,Canada,CA,CAN,North America,Laval,Eye Health/Contact Lens,,Manufacturer,Manufacturer,Mid-Premium,1853,Public,True,BLCO,https://bausch.com,bausch.com,https://instagram.com/bauschlomb,https://www.linkedin.com/company/bausch-lomb/,https://facebook.com/BauschLomb,https://youtube.com/@BauschLomb,,90000,13000,,4700000000,339115,3827,False,True,False,False,False,True,False,"Historic eye health company. Contact lenses, lens care solutions, eye health supplements, and surgical products.",Contact Lens|Eye Care|Heritage|Medical,97,75,True
bcbgmaxazria,BCBG Max Azria Eyewear,USA,US,USA,North America,Los Angeles,Fashion Eyewear,,Brand,Licensed,Mid-Range,1989,Private,False,,https://bcbg.com,bcbg.com,https://instagram.com/bcbgmaxazria,https://www.linkedin.com/company/bcbg-max-azria/,,,,400000,,,,339115,3827,False,False,False,False,False,False,False,American fashion brand. Eyewear extension.,American|Fashion|Licensed,79,65,True
baboratories,Bebe Eyewear,USA,US,USA,North America,Los Angeles,Fashion Eyewear,,Brand,Licensed,Budget-Mid,1976,Private,False,,https://bebe.com,bebe.com,https://instagram.com/baboratories,https://www.linkedin.com/company/bebe/,,,,2000000,,,,339115,3827,False,False,False,False,False,False,False,American women's fashion brand. Eyewear extension.,Fashion|Jewelry|Women|Licensed|Luxury|American|Kering|Prestige|French,79,65,True
beluttieyewear,Belutti,Poland,PL,POL,Europe,Lodz,Fashion Eyewear,,Brand,Brand,Budget-Mid,2005,Private,False,,https://belutti.pl,belutti.pl,https://instagram.com/beluttieyewear,https://www.linkedin.com/company/belutti/,,,,45000,,,,339115,3827,False,False,False,False,False,False,False,Polish fashion eyewear brand.,Brand|Eastern Europe|Fashion|Polish,79,65,True
benandfrank,Ben & Frank,Mexico,MX,MEX,Latin America,Mexico City,D2C Eyewear,Optical,D2C Brand,D2C / Omnichannel,Mid-Range,2015,VC-backed,False,,https://benandfrank.com,benandfrank.com,https://instagram.com/benandfrank,https://www.linkedin.com/company/benandfrank/,https://facebook.com/BenAndFrank,,benandfrank,95000,300,30,30000000,454110,5961,False,False,False,False,False,False,False,"Mexican D2C eyewear brand. Fast-growing in Latin America. Stylish, affordable prescription glasses.",B2C|D2C|Fashion|Funded|Growth|Latin America|Mexican|Omnichannel,96,65,True
bench,Bench Eyewear,UK,GB,GBR,Europe,Manchester,Fashion Eyewear,,Brand,Licensed,Budget,1989,Private,False,,https://bench.co.uk,bench.co.uk,https://instagram.com/bench,https://www.linkedin.com/company/bench/,,,,2000000,,,,339115,3827,False,False,False,False,False,False,False,British streetwear brand. Affordable eyewear.,British|Budget|Fashion|Licensed|Youth,79,65,True
benetton,Benetton Eyewear,Italy,IT,ITA,Europe,Treviso,Fashion Eyewear,,Brand,Licensed,Budget,1965,Private,False,,https://benetton.com,benetton.com,https://instagram.com/benetton,https://www.linkedin.com/company/benetton/,,,,750000,,,,339115,3827,False,False,False,False,False,False,False,Italian fashion brand. Colorful eyewear.,Budget|Colorful|Fashion|Italian|Licensed,79,65,True
berluti,Berluti Eyewear,France,FR,FRA,Europe,Paris,Luxury Eyewear,,Brand,Licensed (Thélios),Prestige,1895,Private,False,,https://berluti.com,berluti.com,https://instagram.com/berluti,https://www.linkedin.com/company/berluti/,,,,120000,,,,339115,3827,False,False,False,True,False,False,False,French ultra-luxury menswear (LVMH). Eyewear by Thélios.,French|LVMH|Luxury|Menswear|Prestige|Thélios,79,65,True
beta-optik,Beta Optik,,,,Global,,,,,,,2003,Private,False,,https://betaoptik.com,betaoptik.com,,https://www.linkedin.com/company/beta-optik/,,,,,,,,339115,3827,False,False,False,False,False,True,False,- **Beta Optik** — Country: Turkey; HQ: Istanbul; Founded: 2003; Type: Ophthalmic lens manufacturer; Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Beta Optik](https://betaoptik.com); Products: free-form single vision and progressive lenses + coatings; Description: Lens lab with FDA/CE/ISO 9001 certifications (as described in profile). ([Eyewearglobo](https://www.eyewearglobo.com/top-20-eyewear-manufacturers-in-turkey-are-there-reliable-glasses-factories-in-turkey/)),,34,50,True
betseyjohnson,Betsey Johnson Eyewear,USA,US,USA,North America,New York,Fashion Eyewear,,Brand,Licensed,Budget-Mid,1978,Private,False,,https://betseyjohnson.com,betseyjohnson.com,https://instagram.com/betseyjohnson,https://www.linkedin.com/company/betsey-johnson/,,,,850000,,,,339115,3827,False,False,False,False,False,False,False,American bold fashion designer. Eyewear extension.,American|Bold|Fashion|Licensed,79,65,True
bettervision,Better Vision,Singapore,SG,SGP,Southeast Asia,Singapore,Optical Retail,Optical,Retailer,Retailer,Mid-Range,1987,Private,False,,https://bettervision.com.sg,bettervision.com.sg,https://instagram.com/bettervision,https://www.linkedin.com/company/better-vision/,,,,5000,,,,446130,5995,False,False,True,False,False,False,False,Singapore optical retail chain.,Optical Chain|Retailer|Singapore,79,65,True
binocheeyewear,Binôche,Belgium,BE,BEL,Europe,Brussels,Independent Eyewear,,Brand,Brand,Mid-Premium,2010,Private,False,,https://binoche.be,binoche.be,https://instagram.com/binocheeyewear,,,,,12000,,,,339115,3827,False,False,False,False,False,False,False,Belgian independent eyewear.,Belgian|Design|Independent,79,65,True
birdeyewear,Bird Eyewear,UK,GB,GBR,Europe,Devon,D2C Eyewear,Sunglasses,D2C Brand,D2C Online,Mid-Range,2015,Private,False,,https://birdeyewear.com,birdeyewear.com,https://instagram.com/birdeyewear,https://linkedin.com/company/bird-eyewear,https://facebook.com/BirdEyewear,,,18000,20,0,3000000,454110,5961,False,False,False,False,False,False,True,"UK's first B Corp certified eyewear brand. Sustainable, plant-based acetate frames.",B Corp|B2C|D2C|Plant-Based|Sustainable|UK,96,65,True
bjclassic,BJ Classic Collection,Japan,JP,JPN,East Asia,Fukui,Independent Eyewear,,Brand,Brand,Mid-Premium,2005,Private,False,,https://bjclassic.com,bjclassic.com,https://instagram.com/bjclassic,,,,,35000,,,,339115,3827,False,False,False,False,False,False,False,Japanese classic eyewear. Vintage-inspired designs from Fukui.,Classic|Fukui|Independent|Japanese|Vintage,79,65,True
bjswholesale,BJ's Optical,USA,US,USA,North America,"Westborough, MA",Optical Retail,Optical,Retailer,Retailer (BJ's),Budget,1984,Private,False,,https://bjs.com,bjs.com,https://instagram.com/bjswholesale,,,,,12000,,,,446130,5995,False,False,True,False,False,True,False,US warehouse club optical.,American|Budget|Retailer|Warehouse,82,75,True
blaceyewear,Blac Eyewear,Denmark,DK,DNK,Europe,Copenhagen,Independent Eyewear,,Brand,Brand,Premium,2007,Private,False,,https://blaceyewear.com,blaceyewear.com,https://instagram.com/blaceyewear,,,,,85000,,,,339115,3827,False,False,False,False,False,False,False,Danish eyewear using carbon fiber and natural materials.,Carbon Fiber|Danish|Independent|Innovation|Sustainable,79,65,True
blackfineyewear,Blackfin Eyewear,Italy,IT,ITA,Europe,Treviso,Independent Eyewear,,Brand/Manufacturer,Brand/Manufacturer,Mid-Premium,2001,Private,False,,https://blackfin.eu,blackfin.eu,https://instagram.com/blackfineyewear,,,,,40000,,,,339115,3827,False,False,False,False,False,False,False,"Italian titanium eyewear. Lightweight, colorful designs.",Colorful|Independent|Italian|Titanium,79,65,True
blaboratories,Blenders Eyewear,USA,US,USA,North America,San Diego,D2C Eyewear,Sunglasses,D2C Brand,D2C Online,Budget,2012,Private,False,,https://blenderseyewear.com,blenderseyewear.com,https://instagram.com/blaboratories,https://linkedin.com/company/blenders-eyewear,https://facebook.com/BlendersEyewear,,blenderseyewear,95000,100,0,50000000,454110,5961,False,False,False,False,False,False,False,San Diego-based D2C sunglasses brand. Active lifestyle positioning. Vibrant designs.,Active|B2C|California|D2C|Lifestyle|Sunglasses,96,65,True
bloobloom,Bloobloom,UK,GB,GBR,Europe,London,D2C Eyewear,Both,D2C Brand,D2C / Omnichannel,Mid-Range,2018,VC-backed,False,,https://bloobloom.com,bloobloom.com,https://instagram.com/bloobloom,https://linkedin.com/company/bloobloom,https://facebook.com/Bloobloom,,bloobloom,50000,100,10,15000000,454110,5961,False,False,False,False,False,False,True,UK D2C eyewear brand with showroom model. Focus on transparency and sustainability.,B2C|D2C|Funded|Showroom|Startup|Sustainable|UK,96,65,True
blumarine,Blumarine Eyewear,Italy,IT,ITA,Europe,Carpi,Fashion Eyewear,,Brand,Licensed (De Rigo),Mid-Range,1977,Private,False,,https://blumarine.com,blumarine.com,https://instagram.com/blumarine,,,,,75000,,,,339115,3827,False,False,False,False,False,False,False,Italian fashion brand. Feminine eyewear by De Rigo.,De Rigo|Fashion|Feminine|Italian,79,65,True
bmw,BMW Eyewear,Germany,DE,DEU,Europe,Munich,Luxury Eyewear,,Brand,Licensed (Marcolin),Premium-Luxury,1916,Private,False,,https://bmw.com,bmw.com,https://instagram.com/bmw,,,,,3500000,,,,339115,3827,False,False,False,False,False,False,False,German automotive brand. Luxury eyewear by Marcolin.,Automotive|German|Licensed|Luxury|Marcolin,79,65,True
bobstereyewear,Bobster Eyewear,USA,US,USA,North America,"Scotts Valley, CA",Sports Eyewear,,Brand,Brand,Budget-Mid,1997,Private,False,,https://bobster.com,bobster.com,https://instagram.com/bobstereyewear,https://www.linkedin.com/company/bobster-eyewear,,,,15000,,,,339920,3949,False,False,False,False,False,False,False,Motorcycle and powersports eyewear.,American|Brand|Motorcycle|Sports,79,65,True
bogner,Bogner Eyewear,Germany,DE,DEU,Europe,Munich,Sports/Fashion Eyewear,,Brand,Licensed,Mid-Premium,1932,Private,False,,https://bogner.com,bogner.com,https://instagram.com/bogner,https://www.linkedin.com/company/bogner,,,,65000,,,,339115,3827,False,False,False,False,False,False,False,German ski and fashion brand. Eyewear extension.,Fashion|German|Licensed|Ski|Sports,79,65,True
bolleeyewear,Bollé Safety,France,FR,FRA,Europe,Oyonnax,Sports Eyewear,Sunglasses,Manufacturer,Brand (Bollé),Mid-Range,1888,Private,False,,https://bolle-safety.com,bolle-safety.com,https://instagram.com/bolleeyewear,https://www.linkedin.com/company/bolle-safety,https://facebook.com/BolleEyewear,https://youtube.com/@BolleEyewear,,55000,500,0,100000000,339115,3827,False,True,False,False,False,True,False,"French sports eyewear brand. Cycling, skiing, golf. Also owns Serengeti and Spy Optic.",Safety|Multi-Brand|Manufacturer|100+ Years|Sports|Heritage|French,97,65,True
boloneyewear,Bolon Eyewear,China,CN,CHN,East Asia,Xiamen,D2C Eyewear,Sunglasses,Brand,Brand/Retail,Mid-Range,2003,Private,False,,https://bolon.com,bolon.com,https://instagram.com/boloneyewear,https://www.linkedin.com/company/bolon-eyewear,,,,120000,5000,3000,500000000,454110,5961,False,False,False,False,False,True,False,China's largest domestic eyewear brand. Massive retail presence. Celebrity endorsements (Anne Hathaway).,B2C|Celebrity|Chinese|Domestic Leader|Mass Market,91,75,True
bonlook,BonLook,Canada,CA,CAN,North America,Montreal,D2C Eyewear,Both,D2C Brand,D2C / Omnichannel,Mid-Range,2011,Private,False,,https://bonlook.com,bonlook.com,https://instagram.com/bonlook,https://www.linkedin.com/company/bonlook,https://facebook.com/BonLook,,,95000,300,40,50000000,454110,5961,False,False,False,False,False,False,False,"Canadian D2C eyewear brand. Designed in Montreal. Stylish, affordable prescription glasses.",B2C|Canadian|D2C|Design|Omnichannel,96,65,True
boothandbruce,Booth & Bruce,UK,GB,GBR,Europe,London,Independent Eyewear,,Brand,Brand,Mid-Range,2002,Private,False,,https://boothandbruce.com,boothandbruce.com,https://instagram.com/boothandbruce,https://www.linkedin.com/company/boothandbruce,,,,5000,,,,339115,3827,False,False,False,False,False,False,False,British independent eyewear.,Design|Independent|UK,79,65,True
